index,성분명,임부금기(등급),비고,허가사항,,,,,,,,,,,,,,,
684,Perampanel,2등급,,"비임상시험에서 최기형성은 나타나지 않았으나 랫트의 모체 독성 용량에서 배아독성이 관찰되었으며, 임부에게 이 약을 투여한 사례는 제한적임",,,,,,,,,,,,,,,
685,Polmacoxib,2등급,,임부에 투여한 임상자료는 없으나 동물실험에서 최기형성 보고되었음,,,,,,,,,,,,,,,
686,Lorcaserin,1등급,,"임부에서의 사용 경험이 제한적이고, 임부의 체중감소가 태아에 미칠 수 있는 잠재적 위험이 있음",,,,,,,,,,,,,,,
687,Secukinumab,2등급,,"임부에서 사용에 대한 적절한 자료가 존재하지 않으며, 예방적인 차원에서 임부에서는 이 약의 사용을 피하는 것이 나음",,,,,,,,,,,,,,,
688,Albiglutide,2등급,,"동물시험에서 생식독성 발생
임신 계획 시 최소 1개월 전에 사용 중단해야 함",,,,,,,,,,,,,,,
689,Anagliptin,2등급,,동물시험(랫트)에서 태아에 대한 이행 보고,,,,,,,,,,,,,,,
690,Dulaglutide,2등급,,임신한 여성을 대상으로 실시한 적절한 대조 임상시험 없음 ,,,,,,,,,,,,,,,
691,Evogliptin,2등급,,"동물시험결과 태반을 통과
임부를 대상으로 한 대조시험 결과 없음 ",,,,,,,,,,,,,,,
692,Ramucirumab,2등급,,"작용기전에 근거하여 태아독성 유발 가능
마우스에서 VEGF 수용체 2 유전자의 소실은 배태자 사망의 결과를 가져왔으며 태자는 조직화된 혈관 및 난황낭의 혈관샘이 부족
VEGF 신호의 파괴는 뇌영역, 앞다리, 전두부, 심장 및 혈관의 불량한 발달을 포함하는 발달 이상과 관련 있음",,,,,,,,,,,,,,,
693,Propofol,2등급,,태반 통과하여 신생아를 억압할 수 있으므로 산과적 마취에 사용 금기,,,,,,,,,,,,,,,
694,Tedizolid,2등급,,동물실험에서 발생독성 나타남,,,,,,,,,,,,,,,
695,Zabofloxacin,2등급,,"퀴놀론계 항균제가 성장 중인 생명체의 체중을 지탱하는 연골을 손상시키는 실험적인 위험성이 있으며, 사람에서의 잠재적인 위험성은 알려져 있지 않음
동물실험에서 부작용이 관찰됨",,,,,,,,,,,,,,,
696,Daclatasvir,2등급,,안전성 및 유효성 미확립,,,,,,,,,,,,,,,
697,Sofosbuvir,2등급,,안전성 및 유효성 미확립,,,,,,,,,,,,,,,
698,Ledipasvir + Sofosbuvir,2등급,,안전성 및 유효성 미확립,,,,,,,,,,,,,,,
699,St. John’s Wort,2등급,,"(정제, 액제) 
임부에서 사용 경험이 충분하지 않음
(주사제)
-",,,,,,,,,,,,,,,
700,Mometasone,2등급,"점비제, 연고제, 크림제, 로션제, 흡입제 포함","(점비제)
임부에 대한 안전성 미확립
임신 중 코르티코스테로이드류를 투여 받은 어머니에게서 태어난 영아는 세심하게 부신기능부전을 관찰하여야 함
(연고제, 크림제, 로션제)
임부에 대한 안전성 미확립
동물실험에서 비교적 적은 용량의 코르티코이드를 전신적으로 투여한 경우 기형발생이 나타났으며, 일부 코르티코이드의 경우 실험동물에 피부도포를 하는 것으로도 기형발생을 보임
(흡입제)
임부에 대한 안전성 미확립
동물실험에서 생식독성이 나타남
임신 기간 중 코르티코스테로이드제를 투약 받았던 어머니에게서 태어난 아기는 부신기능부전을 주의 깊게 관찰해야 함",,,,,,,,,,,,,,,
701,Esomeprazole,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
702,Lansoprazole,2등급,,"임부에 대한 안전성 미확립
토끼(경구 30 mg/kg)에서 태자사망율의 증가가 인정됨.",,,,,,,,,,,,,,,
703,Dexlansoprazole,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
704,Rabeprazole,2등급,,"임부에 대한 안전성 미확립
동물실험에서 임신한 랫트의 기관형성기에 400mg/kg/day 경구 투여시, 태자의 골화지연, 분만시 착상수, 생존자수와 분만율의 감소, 출생자의 체중증가량 저하와 open-field test에서 시행횟수와 구획이행수의 감소가 관찰됨. 분만 전?후에 30mg/kg/day 정맥 투여시, 출생자의 지속적인 체중저하가 관찰됨. 임신 토끼의 기관형성기에 30mg/kg/day 정맥 투여시 태자의 체중저하, 골화지연이 관찰됨.",,,,,,,,,,,,,,,
705,Pantoprazole,2등급,,"랫트 암컷을 이용한 수태능 및 일반생식독성 시험의 고용량(450mg/kg/day)에서 분만지연 및 출생자의 사망율 증가와 성장지연이 나타났음. 주산, 수유기 시험의 10mg/kg/day이상 투여군에서 출생자의 출생 후 체중감소가 나타남. 동물 생식연구에서는 판토프라졸 5mg/kg이상의 용량에서 약한 태자독성의 증상이 관찰됨.",,,,,,,,,,,,,,,
706,S-pantoprazole,2등급,,"랫트 암컷을 이용한 수태능 및 일반생식독성 시험의 고용량(450mg/kg/day)에서 분만지연 및 출생자의 사망율 증가와 성장지연이 나타났음. 주산, 수유기 시험의 10mg/kg/day이상 투여군에서 출생자의 출생 후 체중감소가 나타남. 동물 생식연구에서는 판토프라졸 5mg/kg이상의 용량에서 약한 태자독성의 증상이 관찰됨.",,,,,,,,,,,,,,,
707,Alclometasone,2등급,"로션제, 크림제, 연고제 포함","동물실험에서 비교적 적은 용량의 코르티코이드를 전신적으로 투여한 경우, 좀 더 강력한 코르티코이드 피부 도포로 인해 기형발생 나타남.
임부에 대한 안전성 미확립
대량 또는 장기간에 걸친 광범위한 사용을 피할 것",,,,,,,,,,,,,,,
708,Strontium chloride,1등급,,-,,,,,,,,,,,,,,,
709,Dimethyl fumarate,2등급,,동물실험에서 생식독성 나타남.,,,,,,,,,,,,,,,
710,Sacubitril·Valsartan,1등급,,태아 및 신생아에게 손상 및 사망 일어날 수 있음.,,,,,,,,,,,,,,,
711,Nintedanib,1등급,,동물실험에서 생식독성 나타남.,,,,,,,,,,,,,,,
712,Pasireotide,2등급,,동물실험에서 생식독성 나타남.,,,,,,,,,,,,,,,
713,Elotuzumab,2등급,,"레날리도마이드와 병용 시 태아 손상의 위험이 있으며, 이는 이러한 약물과 관련된 중대한 생명을 위협하는 선천성 기형 포함",,,,,,,,,,,,,,,
714,Nivolumab,2등급,,"태아 손상 가능. 생식독성시험에서 유산, 조기사망 증가. 임신한 여성이 투여 받은 경우 치명적인 위험 발생 가능",,,,,,,,,,,,,,,
715,Olmutinib ,2등급,,동물에서 골격계 지연 및 변이와 같은 태자 발달지연 관찰,,,,,,,,,,,,,,,
716,Palbociclib,2등급,,"임부에 투여 시 태아에 유해할 수 있음.
동물실험에서 배태자 독성(태자독성, 태자 체중 감소, 골격 변형, 태아 사망) 나타남.",,,,,,,,,,,,,,,
717,Pembrolizumab,2등급,,"설치류에서 태아의 내성이 저해되어 태아 소실 증가 증명
태아 소실 또는 사산의 발생률 증가를 포함하여 태아 손상 위험 가능성 시사",,,,,,,,,,,,,,,
718,Ruxolitinib,2등급,,동물실험에서 배자?태자 독성(착상 후 유산의 증가 및 태자 체중 감소) 나타남.,,,,,,,,,,,,,,,
719,Etonogestrel,1등급,,동물연구에 의하면 매우 고용량의 프로게스틴성 물질이 암컷 태자의 수컷화를 초래할 수 있는 것으로 나타남,,,,,,,,,,,,,,,
720,Choriogonadotropin α,1등급,,"효능·효과를 고려할 때, 임신 중에 사용해서는 안 됨
인체 최고투여용량의 6배를 임신 랫트에게 투여했을 때 태자 사망 및 분만 장애 관찰",,,,,,,,,,,,,,,
721,Human chorionic gonadotropin ,"1등급(다만 습관성 유산, 절박유산 치료 시 제외)",,-,,,,,,,,,,,,,,,
722,Lutropin α,1등급,,-,,,,,,,,,,,,,,,
723,Darbepoetin α,2등급,,치료상의 유익성이 태아에 대한 위험성을 상회한다고 판단되는 경우에만 투여,,,,,,,,,,,,,,,
724,Erythropoietin,2등급,,"랫트에 1주일 용량으로 사람의 20배를 투여했을 때 태자 체중 감소, 골화 지연, 사망률 증가 나타남
치료상의 유익성이 태아에 대한 위험성을 상회한다고 판단되는 경우에만 투여",,,,,,,,,,,,,,,
725,Methoxy polyethylene glycol-epoetin β,2등급,,임부 투여에 대한 데이터 불충분,,,,,,,,,,,,,,,
726,Octreotide,2등급,,임신 제1삼분기 중에 자연유산 및 인공유산 사례 보고됨,,,,,,,,,,,,,,,
727,Carbetocin,1등급,,"과긴장성·강직성 수축이 수반된 자궁 과자극, 격동성 분만, 자궁 파열, 자궁 경부 및 질의 열상, 분만 후 출혈, 자궁-태반의 관류저하 및 태아심장의 변이성 감속, 태아 저산소증, 탄산과잉증, 사망 등이 이론적으로 발생할 수 있음",,,,,,,,,,,,,,,
728,Dinoprostone,"1등급(다만 임신 기간 38주 이상인, 분만의 유도가 의학적 또는 산과적으로 지시된 환자의 분만 유도 시 제외)",질정제 포함,"지나치게 강한 진통 또는 강직성 자궁수축에 의하여 태아가사, 자궁파열, 경관열상, 양수색전 등이 나타날 수 있고, 모체 또는 태아가 위독한 상태에 이른 증례가 보고됨",,,,,,,,,,,,,,,
729,Sulprostone,1등급(치료목적의 유산유도에 사용 시 제외),,배아독성 가능성에 관한 동물 시험에서 모체독성 용량을 투여한 후에 배아치사 및 최기형성 관찰,,,,,,,,,,,,,,,
730,Ritodrine,2등급(임신기간 22주에서 37주 사이의 임부의 분만억제 사용 시 제외),,-,,,,,,,,,,,,,,,
731,Alfuzosin,2등급,,-,,,,,,,,,,,,,,,
732,Tamsulosin,2등급,,-,,,,,,,,,,,,,,,
733,Terazosin,2등급,,치료상의 유익성이 태아에 대한 위험성을 상회한다고 판단되는 경우에만 투여,,,,,,,,,,,,,,,
734,Diethylpropion,1등급,,"임신 중 복용으로 신생아에게 금단증상을 일으킬 수 있음
이 약과의 연관성은 확립되어 있지 않으나, 선천성 기형에 대한 자발적 보고가 있었음
고용량 투여는 모체, 배아에 독성을 일으킬 수 있음",,,,,,,,,,,,,,,
735,Mazindol,1등급,,동물의 생식·발생 독성실험에서 출산 시 태자의 사망 위험성이 증가,,,,,,,,,,,,,,,
736,Phendimetrazine,1등급,,"임부에 안전성 미확립
치료상의 유익성이 위험성을 상회한다고 판단되는 경우에만 투여",,,,,,,,,,,,,,,
737,Phentermine,1등급,,"임부에 안전성 미확립
치료상의 유익성이 위험성을 상회한다고 판단되는 경우에만 투여",,,,,,,,,,,,,,,
738,Naltrexone + Bupropion,1등급,,날트렉손을 투여한 동물실험에서 생식독성 나타남(초기 태자 사망 증가),,,,,,,,,,,,,,,
739,Orlistat,1등급,,-,,,,,,,,,,,,,,,
740,Naltrexone,2등급,,동물실험에서 고용량에 의해 배아치사효과 나타남,,,,,,,,,,,,,,,
741,2-Deoxy-2-fluoro-D-glucose (18F),2등급,,임신 중 투여에 대한 안전성 미확립,,,,,,,,,,,,,,,
742,6-Fluoro-(18F)-L-dopa,2등급,,임신 중 사용에 대한 자료 없음.,,,,,,,,,,,,,,,
743,Sodium Fluoride (18F),2등급,,태아에 위험성을 일으킬 수 있음.,,,,,,,,,,,,,,,
744,N-(3-Fluorpropyl)-2β-carboxy-methoxy-3β-(4-[123I]iodophenyl)-tropane,1등급,,방사성 요오드 의약품은 태반을 통과하여 태아 갑상선 기능을 영구적으로 손상시킬 수 있음 ,,,,,,,,,,,,,,,
745,N-Isopropyl-4-iodoamphetamine (123I),1등급,,방사성 요오드 의약품은 태반을 통과하여 태아 갑상선 기능을 영구적으로 손상시킬 수 있음 ,,,,,,,,,,,,,,,
746,3-Iodobenzylguanidine (123I),1등급,,방사성 요오드 의약품은 태반을 통과하여 태아 갑상선 기능을 영구적으로 손상시킬 수 있음 ,,,,,,,,,,,,,,,
747,3-Iodobenzylguanidine (131I),1등급,,이 약의 작용기전 상 태아 위해를 유발할 수 있음. 이 약의 37 MBq의 투여는 3 mGy의 자궁 흡수선량을 보임. 0.5 mGy를 초과하는 흡수선량은 태아의 잠재적 위해로 간주됨. 임신 가능한 여성에는 투여기간 및 마지막 투여 후 7개월 간 효과적인 피임법을 사용해야 함.,,,,,,,,,,,,,,,
748,6β-Iodomethyl-19-norcholest-5(10)-en-3β-ol (131I),1등급,,방사성 요오드 의약품은 태반을 통과하여 태아 갑상선 기능을 영구적으로 손상시킬 수 있음 ,,,,,,,,,,,,,,,
749,Sodium Molybdate (99Mo)+Sodium Pertechnetate (99mTc),2등급,,-,,,,,,,,,,,,,,,
750,Betiatide,2등급,,-,,,,,,,,,,,,,,,
751,Mertiatide,2등급,,-,,,,,,,,,,,,,,,
752,Dimercapto Succinic Acid,2등급,,-,,,,,,,,,,,,,,,
753,Disodium Oxidronate,2등급,,임부에 대한 안전성 미확립.,,,,,,,,,,,,,,,
754,Exametazime,2등급,,500 MBq 투여 시 3.6 mGy가 자궁으로 흡수됨. (0.5mGy는 연간 평균 기초 방사량과 동등량),,,,,,,,,,,,,,,
755,Mebrofenin,2등급,,-,,,,,,,,,,,,,,,
756,Methylenediphosphonic Acid,2등급,,-,,,,,,,,,,,,,,,
757,Pentetic Acid,2등급,,-,,,,,,,,,,,,,,,
758,Sodium Phytate,2등급,,-,,,,,,,,,,,,,,,
759,Sodium Pyrophosphate,2등급,,-,,,,,,,,,,,,,,,
760,Tetrakis (2-Methoxyisobutylisonitrile) Copper(I) Tetrafluoroborate,2등급,,740MBq의 휴식 시 정맥주사에 의한 자궁 내 예측 방사능량은 5.8mGy임. 0.5mGy(평균 1년 동안 기초방사선에 노출된 양과 동등한 양) 이상의 방사능량은 태아에게 심각한 위험을 야기할 수 있음.,,,,,,,,,,,,,,,
761,"Tetrasodium 3,3-diphosphono-propane-1,2-dicarboxylate",2등급,,"700MBq 투여 시, 4.27mGy 자궁에 흡수. 0.5mGy 이상의 방사선량은 태아에 위험을 끼칠 수 있는 양으로 간주됨. ",,,,,,,,,,,,,,,
762,Tetrofosmin,2등급,,운동부하 시의 250MBq 투여 및 휴식 시의 750MBq 투여로 인한 자궁흡수선량은 8.1mGy임. 0.5mGy 이상의 방사선량은 태아에게 위험을 주는 것으로 알려짐. ,,,,,,,,,,,,,,,
763,Ammonia (13N),2등급,,임부에 대한 안전성 미확립.,,,,,,,,,,,,,,,
764,Chromium (51Cr) Edetate,2등급,,임부에 수행된 방사성 핵종의 노출은 태아를 포함하여 노출됨.,,,,,,,,,,,,,,,
765,Gallium Citrate (67Ga),2등급,,-,,,,,,,,,,,,,,,
766,Radium Dichloride (223Ra),1등급,,-,,,,,,,,,,,,,,,
767,Sodium Chromate (51Cr),2등급,,-,,,,,,,,,,,,,,,
768,Thallium (201Tl) Chloride,2등급,,-,,,,,,,,,,,,,,,
769,Urea (14C),2등급,,마우스 림포마 세포를 이용한 DNA- strand 절단시험에서 양성의 결과를 나타냄. 차이니스 햄스터 세포를 이용한 in vitro 염색체 이상 시험과 마우스를 이용한 in vitro 염색체 이상시험 모두에서 양성의 결과를 나타냄. ,,,,,,,,,,,,,,,
770,Yttrium (90Y) Chloride,2등급,,임부에게 수행된 방사핵종 과정은 태아에 대한 방사성 용량을 포함함.,,,,,,,,,,,,,,,
771,Freeze-dried BCG Vaccine,1등급,,-,,,,,,,,,,,,,,,
772,Inactivated Hantaan Virus,2등급,,-,,,,,,,,,,,,,,,
773,Live Attenuated Influenza virus Type A (H1N1)+Live Attenuated Influenza virus Type A (H3N2)+Live Attenuated Influenza virus Type B,1등급,,-,,,,,,,,,,,,,,,
774,Purified Inactivated Influenza Antigen (H5N1),2등급,,-,,,,,,,,,,,,,,,
775,Live Attenuated Japanese Encephalitis Vaccine,1등급,,-,,,,,,,,,,,,,,,
776,Live attenuated Measles Vaccine+Live Mumps Vaccine +Live Attenuated Rubella Vaccine,1등급,,"임신 첫 석달 내 유행성이하선염 감염은 자연 유산율을 증가시킬 수 있음. 임신 기간 중 자연적으로 홍역에 감염되면 태아 위험도 증대. 자연유산, 사산, 선천기형 및 미숙아 비율 증가. ",,,,,,,,,,,,,,,
777,Live Salmonella Typhoid Ty21a Strain,1등급,,임부에 대한 안전성 미확립.,,,,,,,,,,,,,,,
778,Vaccinia Virus,1등급,,"임부에 대한 안전성 및 유효성 미확립. 태아에서 전신성 백시니아증, 사산아의 조산 및 태아사망을 초래할 수 있음.",,,,,,,,,,,,,,,
779,Live Attenuated Varicella-Zoster Vaccines,1등급,,-,,,,,,,,,,,,,,,
780,Bupivacaine,2등급,,"0.75% 농도를 산과의 경막외 마취에 사용하였을 때 소생이 어렵거나 사망에 이른 심정지가 보고되었으므로 산과마취에 사용하지 않음.
0.5%, 0.25% 농도는 임신 중 투여에 대한 안전성 미확립.",,,,,,,,,,,,,,,
781,Levobupivacaine,2등급,,"이 약을 포함한 국소 마취제는 경막외 차단을 위해 사용될 때 신속히 태반을 통과하여 모체, 태아 및 신생아에게 다양한 정도의 독성을 유발할 수 있음. 분만시 진통 억제를 위해 이 약을 국소마취제로 사용한 결과 모체의 저혈압, 태아의 서맥 및 태아 감속이 나타남. 임신말기에는 마취 시 똑바로 누운 자세에서 저혈압을 더 쉽게 일으킬 수 있고 마취범위가 확대될 수 있음.",,,,,,,,,,,,,,,
782,Teriflunomide,1등급,,임신한 여성을 대상으로 이 약을 사용한 자료는 제한적임. 동물시험에서는 생식기계 독성을 보임. 이 약을 임신한 여성에게 투여할 때에는 심각한 최기형성을 야기할 수 있음. 임신의 가능성이 있는 여성은 치료기간 그리고 치료 후 이 약의 혈장 농도가 0.02 mg/L 이상인 한 효과적인 피임을 해야함.,,,,,,,,,,,,,,,
783,Enzalutamide,1등급,,"여성에게 투여하지 않음. 발생기 태아에 위험을 초래할 수 있음. 임부가 복용하거나 복용 중에 임신을 할 경우, 태아에 위험하며 유산 가능성이 있음.",,,,,,,,,,,,,,,
784,Osimertinib,2등급,,"동물에서 배자 치사, 태자 성장감소 및 신생자 사망 관찰",,,,,,,,,,,,,,,
785,Vandetanib,2등급,,"임산부에게 투여했을 때 태아에게 해를 입힐 수 있음. 인체 권장 용량인 300mg/day 투여 시에 랫트에서 배자 독성, 태아 독성과 최기형성을 나타냄. 교미 전과 수태 첫 1주 동안 투여했을 때, 착상 전 소실이 증가하였고 착상 후 소실로 인해 생존 배자의 수가 유의하게 감소함. 
기관형성기 동안 투여했을 때는 배태자 사망을 포함하여 착상 후 소실이 증가함. 반데타닙 1, 10, 및 25 mg/kg/day 용량(인체 권장 용량을 투여한 암환자에서의 Cmax, 각각 약 0.03, 0.4, 및 1.0배에 해당)을 기관형성기 동안 투여했을 때, 심장혈관의 기형이 발생하고 두개골, 척추, 흉골의 골화지연을 포함한 골격근 변형으로 태자 발달 지연이 시사됨. 
랫트 출생 전 후 발달 연구에서는 수태 및/또는 수유 기간 동안 모체 독성을 일으키는 용량(1 및 10mg/kg/day)으로 반데타닙을 투여했을 때 새끼 생존율이 감소, 출생 후 성장 저하(신체 발달 지연 동반)됨.
가임 여성에게는 이 약 투여 중에 임신하지 않아야 하며, 이 약 투여 후 최소 4달의 휴약기가 있어야 함.",,,,,,,,,,,,,,,
